0,Road,Discription,LRP,Offset,Chainage,LRP2,Offset2,Chainage2,(Km),Heavy Truck,Medium Truck,Small Truck,Large Bus,Medium Bus,Micro Bus,Utility,Car,Auto Rickshaw,Motor Cycle,Bi-Cycle,Cycle Rickshaw,Cart,Motorized,Non Motorized,Total AADT,(AADT),Simple Road
N501-2,N501-2,Birulia (Int.with N511)-Dhour (Int.with N302),LRP006,660,6.611,LRPE,0,11.942,5.331,72.0,387.0,1943.0,170.0,1627.0,1787.0,399.0,2007.0,1443.0,988.0,165.0,355.0,3.0,10823.0,523.0,11346.0,11346.0,N501
N502-1,N502-1,Bogra (Jahangirabad) Int.with N5-Katham (Nandigram) Int.with Z5207,LRPS,0,0,LRP020,906,19.936,19.936,31.0,698.0,518.0,294.0,251.0,223.0,127.0,248.0,2409.0,1242.0,651.0,601.0,0.0,6041.0,1252.0,7293.0,7293.0,N502
N502-2,N502-2,Katham (Nandigram) Int.with Z5207 -Kaigari (Nandigram) Int.with Z5030,LRP020,906,19.936,LRP023,536,22.556,2.620,31.0,698.0,518.0,294.0,251.0,223.0,127.0,248.0,2409.0,1242.0,651.0,601.0,0.0,6041.0,1252.0,7293.0,7293.0,N502
N502-3,N502-3,Kaigari (Nandigram) Int.with Z5030-Omarpur (Nandigram) Int.with Z5202,LRP023,536,22.556,LRP026,558,25.578,3.022,31.0,698.0,518.0,294.0,251.0,223.0,127.0,248.0,2409.0,1242.0,651.0,601.0,0.0,6041.0,1252.0,7293.0,7293.0,N502
N502-4,N502-4,Omarpur (Nandigram) Int.with Z5202-Int.with Z5209 (Shingra),LRP026,558,25.578,LRP040,4670,43.7,18.122,33.0,670.0,479.0,733.0,508.0,403.0,150.0,430.0,1238.0,603.0,336.0,363.0,0.0,5247.0,699.0,5946.0,5946.0,N502
N502-5,N502-5,Int.with Z5209 (Shingra)-Dalsarker (Int.with Z5211),LRP040,4670,43.7,LRP055,2120,56.13,12.430,33.0,670.0,479.0,733.0,508.0,403.0,150.0,430.0,1238.0,603.0,336.0,363.0,0.0,5247.0,699.0,5946.0,5946.0,N502
N502-6,N502-6,"Dalsarker (Int.with Z5211)-Madrasha more, Natore (Int.with N602)",LRP055,2120,56.13,LRPE,0,63.29,7.160,33.0,670.0,479.0,733.0,508.0,403.0,150.0,430.0,1238.0,603.0,336.0,363.0,0.0,5247.0,699.0,5946.0,5946.0,N502
N503-1,N503-1,Utholi(Int.with N5)-Aricha Road,LRPS,0,0,LRPE,0,3.269,3.269,0.0,361.0,166.0,117.0,117.0,421.0,25.0,45.0,814.0,430.0,327.0,435.0,0.0,2496.0,762.0,3258.0,3258.0,N503
N504-1,N504-1,Nagarbari Ferry Ghat-Kashinathpur,LRPS,0,0,LRP004,2986,6.653,6.653,92.0,376.0,365.0,146.0,252.0,162.0,6.0,47.0,2052.0,1215.0,524.0,1241.0,11.0,4713.0,1776.0,6489.0,6489.0,N504
N505-1,N505-1,Baderhat-Kazirhat (Latifpur),LRPS,0,0,LRPE,0,4.4,4.400,92.0,376.0,365.0,146.0,252.0,162.0,6.0,47.0,2052.0,1215.0,524.0,1241.0,11.0,4713.0,1776.0,6489.0,6489.0,N505
N506-1,N506-1,Rangpur (Trimohoni Chattar) Int.with N517-Mahiganj (Int.with Z5010),LRPS,0,0,LRP004,220,3.245,3.245,79.0,587.0,771.0,313.0,336.0,354.0,342.0,285.0,1198.0,1853.0,979.0,732.0,0.0,6118.0,1711.0,7829.0,7829.0,N506
N506-2,N506-2,Mahiganj (Int.with Z5010)-Tista (Int.with Z5611),LRP004,220,3.245,LRP024,70,22.94,19.695,17.0,607.0,771.0,314.0,294.0,354.0,319.0,265.0,1198.0,1853.0,979.0,732.0,0.0,5992.0,1711.0,7703.0,7703.0,N506
N506-3,N506-3,Tista (Int.with Z5611)-Barabari (Int.with N509),LRP024,70,22.94,LRP033,1027,32.904,9.964,79.0,587.0,771.0,313.0,336.0,354.0,342.0,285.0,1198.0,1853.0,979.0,732.0,0.0,6118.0,1711.0,7829.0,7829.0,N506
N506-4,N506-4,Barabari (Int.with N509)-Kurigram,LRP033,1027,32.904,LRPE,0,50.017,17.113,7.0,206.0,205.0,221.0,147.0,125.0,46.0,47.0,531.0,1181.0,1767.0,410.0,3.0,2716.0,2180.0,4896.0,4896.0,N506
N507-1,N507-1,Hatikamrul (Int.with N5)-Int.with Z5046,LRPS,0,0,LRP015,930,15.04,15.040,53.0,1519.0,659.0,683.0,102.0,220.0,212.0,121.0,828.0,453.0,226.0,178.0,0.0,4850.0,404.0,5254.0,5254.0,N507
N507-2,N507-2,Int.with Z5046-Hamkuria (Int.with R604 and Z6034),LRP015,930,15.04,LRP021,220,20.36,5.320,53.0,1519.0,659.0,683.0,102.0,220.0,212.0,121.0,828.0,453.0,226.0,178.0,0.0,4850.0,404.0,5254.0,5254.0,N507
N507-3,N507-3,Hamkuria (Int.with R604 and Z6034)-Int.with Z5209,LRP021,220,20.36,LRP028,930,28.11,7.750,53.0,1519.0,659.0,683.0,102.0,220.0,212.0,121.0,828.0,453.0,226.0,178.0,0.0,4850.0,404.0,5254.0,5254.0,N507
N507-4,N507-4,Int.with Z5209-Laxmikul (Int.with Z6015),LRP028,930,28.11,LRP043,1130,43.33,15.220,53.0,1519.0,659.0,683.0,102.0,220.0,212.0,121.0,828.0,453.0,226.0,178.0,0.0,4850.0,404.0,5254.0,5254.0,N507
N507-5,N507-5,Laxmikul (Int.with Z6015)-Banpara,LRP043,1130,43.33,LRP051,0,50.25,6.920,53.0,1519.0,659.0,683.0,102.0,220.0,212.0,121.0,828.0,453.0,226.0,178.0,0.0,4850.0,404.0,5254.0,5254.0,N507
N508-1,N508-1,Beldanga (10 mile)-Dinajpur Govt. College (Int.with R586),LRPS,0,0,LRP013,90,12.145,12.145,52.0,580.0,121.0,56.0,294.0,101.0,37.0,120.0,426.0,359.0,667.0,371.0,3.0,2146.0,1041.0,3187.0,3187.0,N508
N508-2,N508-2,Dinajpur Govt. College (Int.with R586),LRP013,90,12.145,LRPE,0,15.975,3.830,52.0,580.0,121.0,56.0,294.0,101.0,37.0,120.0,426.0,359.0,667.0,371.0,3.0,2146.0,1041.0,3187.0,3187.0,N508
N509-1,N509-1,Barobari-Lalmonirhat (Misson More) Int.with Z5901,LRPS,0,0,LRP013,50,12.03,12.030,0.0,88.0,93.0,20.0,77.0,40.0,19.0,29.0,624.0,627.0,577.0,612.0,0.0,1617.0,1189.0,2806.0,2806.0,N509
N509-2,N509-2,Lalmonirhat (Misson More)Int.with Z5901-Zilla Parishad More (Int.with Z5907),LRP013,50,12.03,LRP013,1825,13.805,1.775,27.0,250.0,322.0,67.0,126.0,111.0,132.0,87.0,1853.0,2339.0,2482.0,1347.0,7.0,5314.0,3836.0,9150.0,9150.0,N509
N509-3,N509-3,Zilla Parishad More (Int.with Z5907)-Barakhata(Int.with R560),LRP013,1825,13.805,LRP071,2980,72.97,59.165,27.0,250.0,322.0,67.0,126.0,111.0,132.0,87.0,1853.0,2339.0,2482.0,1347.0,7.0,5314.0,3836.0,9150.0,9150.0,N509
N509-4,N509-4,Barakhata(Int.with R560)-Patgram Bypass (Int.with Z5904),LRP071,2980,72.97,LRP091,1193,90.973,18.003,27.0,250.0,322.0,67.0,126.0,111.0,132.0,87.0,1853.0,2339.0,2482.0,1347.0,7.0,5314.0,3836.0,9150.0,9150.0,N509
N509-5,N509-5,Patgram Bypass (Int.with Z5904)- End Patgram Bypass(Int.with Z5904),LRP091,1193,90.973,LRP091,3930,93.71,2.737,0.0,29.0,77.0,19.0,20.0,49.0,12.0,16.0,114.0,191.0,377.0,511.0,0.0,527.0,888.0,1415.0,1415.0,N509
N509-6,N509-6,End Patgram Bypass(Int.with Z5904)-Burimary,LRP091,3930,93.71,LRPE,0,104.69,10.980,0.0,29.0,77.0,19.0,20.0,49.0,12.0,16.0,114.0,191.0,377.0,511.0,0.0,527.0,888.0,1415.0,1415.0,N509
N510-1,N510-1,Bogra Sath Matha More-Bogra St. Road,LRPS,0,0,LRPS,2784,2.784,2.784,0.0,355.0,347.0,142.0,564.0,338.0,187.0,448.0,6108.0,2199.0,951.0,1187.0,0.0,10688.0,2138.0,12826.0,12826.0,N510
N511-1,N511-1,Mirpur (Birulia)-Ashulia (Yearpur),LRPS,0,0,LRPE,0,9.462,9.462,0.0,355.0,347.0,142.0,564.0,338.0,187.0,448.0,6108.0,2199.0,951.0,1187.0,0.0,10688.0,2138.0,12826.0,12826.0,N511
N513-1,N513-1,Baderhat-Khayerchar,LRPS,0,0,LRPE,0,11.88,11.880,16.0,78.0,330.0,95.0,83.0,344.0,309.0,437.0,6336.0,2396.0,2465.0,4550.0,0.0,10424.0,7015.0,17439.0,17439.0,N513
N514-1L,N514-1L,Banani (Bogra)-Bogra Sath Matha More(int.with N510) (Left),LRPS,0,0,LRPS,3770,3.77,3.770,16.0,78.0,330.0,95.0,83.0,344.0,309.0,437.0,6336.0,2396.0,2465.0,4550.0,0.0,10424.0,7015.0,17439.0,17439.0,N514
N514-1R,N514-1R,Banani (Bogra)-Bogra Sath Matha More(int.with N510) (Right),LRPS,0,0,LRPS,3770,3.77,3.770,16.0,78.0,330.0,95.0,83.0,344.0,309.0,437.0,6336.0,2396.0,2465.0,4550.0,0.0,10424.0,7015.0,17439.0,17439.0,N514
N514-2L,N514-2L,Bogra Sath Matha More(int.with N510)-Int with N5 (Left),LRPS,3770,3.77,LRPE,0,8.67,4.900,16.0,78.0,330.0,95.0,83.0,344.0,309.0,437.0,6336.0,2396.0,2465.0,4550.0,0.0,10424.0,7015.0,17439.0,17439.0,N514
N514-2R,N514-2R,Bogra Sath Matha More(int.with N510)-Int with N5 (Right),LRPS,3770,3.77,LRPE,0,8.67,4.900,4.0,44.0,256.0,62.0,60.0,344.0,84.0,351.0,5618.0,2285.0,2361.0,4730.0,0.0,9108.0,7091.0,16199.0,16199.0,N514
N515-1,N515-1,Shahjahanpur(Int.with N5)-Subgram Bus Stop (Int.with Z5032),LRPS,0,0,LRP008,815,8.705,8.705,108.0,199.0,262.0,175.0,147.0,172.0,33.0,179.0,1297.0,750.0,537.0,581.0,0.0,3322.0,1118.0,4440.0,4440.0,N515
N515-2,N515-2,Subgram Bus Stop (Int.with Z5032)-Mitaldi (Int.with N5),LRP008,815,8.705,LRPE,0,16,7.295,108.0,199.0,262.0,175.0,147.0,172.0,33.0,179.0,1297.0,750.0,537.0,581.0,0.0,3322.0,1118.0,4440.0,4440.0,N515
N516-1,N516-1,SP Office-Int.with R547,LRPS,0,0,LRP001,200,1.3,1.300,62.0,1027.0,672.0,135.0,176.0,235.0,29.0,161.0,933.0,946.0,570.0,734.0,0.0,4376.0,1304.0,5680.0,5680.0,N516
N516-2,N516-2,Int.with R547 - Santahar Bypass,LRP001,200,1.3,LRP008,160,8,6.700,7.0,1235.0,460.0,64.0,57.0,294.0,47.0,81.0,682.0,975.0,658.0,716.0,0.0,3902.0,1374.0,5276.0,5276.0,N516
N517-1,N517-1,Rangpur (Modern More)-Int with N506,LRPS,0,0,LRPS,805,0.805,0.805,0.0,877.0,673.0,910.0,525.0,623.0,233.0,484.0,2139.0,1483.0,1296.0,1058.0,0.0,7947.0,2354.0,10301.0,10301.0,N517
N517-2,N517-2,Rangpur(Int.with N506)-Rangpur (Shapla Chattar),LRPS,805,0.805,LRPS,3880,3.88,3.075,0.0,877.0,673.0,910.0,525.0,623.0,233.0,484.0,2139.0,1483.0,1296.0,1058.0,0.0,7947.0,2354.0,10301.0,10301.0,N517
N517-3L,N517-3L,Rangpur (Shapla Chattar)-Int.with Z5010  (Left),LRPS,3880,3.88,LRPS,5075,5.075,1.195,0.0,877.0,673.0,910.0,525.0,623.0,233.0,484.0,2139.0,1483.0,1296.0,1058.0,0.0,7947.0,2354.0,10301.0,10301.0,N517
N517-3R,N517-3R,Rangpur (Shapla Chattar)-Int.with Z5010  (Right),LRPS,3880,3.88,LRPS,5075,5.075,1.195,22.0,635.0,344.0,508.0,260.0,265.0,116.0,210.0,1169.0,817.0,668.0,543.0,0.0,4346.0,1211.0,5557.0,5557.0,N517
N517-4L,N517-4L,Int.with Z5010-Rangpur (Medical More)  (Left),LRPS,5075,5.075,LRPS,8210,8.21,3.135,22.0,635.0,344.0,508.0,260.0,265.0,116.0,210.0,1169.0,817.0,668.0,543.0,0.0,4346.0,1211.0,5557.0,5557.0,N517
N517-4R,N517-4R,Int.with Z5010-Rangpur (Medical More)  (Right),LRPS,5075,5.075,LRPS,8210,8.21,3.135,22.0,635.0,344.0,508.0,260.0,265.0,116.0,210.0,1169.0,817.0,668.0,543.0,0.0,4346.0,1211.0,5557.0,5557.0,N517
N518-1,N518-1,Sutkir More-Sonapukur,LRPS,0,0,LRP004,510,4.16,4.160,4.0,313.0,451.0,6.0,12.0,315.0,153.0,274.0,1576.0,1676.0,2500.0,3344.0,0.0,4780.0,5844.0,10624.0,10624.0,N518
N519-1,N519-1,Medical College-Malgram,LRPS,0,0,LRPS,2640,2.64,2.640,4.0,313.0,451.0,6.0,12.0,315.0,153.0,274.0,1576.0,1676.0,2500.0,3344.0,0.0,4780.0,5844.0,10624.0,10624.0,N519
N520-1,N520-1,"Kawok more, Ullapara-Srikola More(Int.with N5)",LRPS,0,0,LRPS,2601,2.601,2.601,4.0,313.0,451.0,6.0,12.0,315.0,153.0,274.0,1576.0,1676.0,2500.0,3344.0,0.0,4780.0,5844.0,10624.0,10624.0,N520
N540-1L,N540-1L,Nabinagar(Int.withN5)-Baipail (int.with N302) (Left),LRPS,0,0,LRPS,2979,2.979,2.979,102.0,1742.0,858.0,1662.0,683.0,853.0,123.0,895.0,1886.0,599.0,372.0,686.0,0.0,9403.0,1058.0,10461.0,10461.0,N540
N540-1R,N540-1R,Nabinagar(Int.withN5)-Baipail (int.with N302) (Right),LRPS,0,0,LRPS,2979,2.979,2.979,101.0,1877.0,870.0,1488.0,623.0,743.0,135.0,968.0,1724.0,560.0,393.0,725.0,0.0,9089.0,1118.0,10207.0,10207.0,N540
N540-2L,N540-2L,Baipail (int.with N302)-Chandra (int.with N4) (Left),LRPS,2979,2.979,LRPS,16010,16.01,13.031,27.0,1479.0,480.0,1033.0,444.0,389.0,79.0,678.0,528.0,369.0,81.0,764.0,0.0,5506.0,845.0,6351.0,6351.0,N540
N540-2R,N540-2R,Baipail (int.with N302)-Chandra (int.with N4) (Right),LRPS,2979,2.979,LRPS,16010,16.01,13.031,21.0,1555.0,543.0,1088.0,443.0,465.0,81.0,646.0,457.0,417.0,67.0,667.0,0.0,5716.0,734.0,6450.0,6450.0,N540
N6-1,N6-1,Kashinathpur-Chabbismile Biswa Road (Int. with Z6028),LRPS,0,0,LRP006,800,6.79,6.790,96.0,251.0,206.0,367.0,143.0,418.0,43.0,126.0,1187.0,824.0,429.0,531.0,2.0,3661.0,962.0,4623.0,4623.0,N6
N6-2,N6-2,Chabbismile Biswa Road (Int. with Z6028)-Chinakhora (Int. with Z6017),LRP006,800,6.79,LRP012,90,12.06,5.270,96.0,251.0,206.0,367.0,143.0,418.0,43.0,126.0,1187.0,824.0,429.0,531.0,2.0,3661.0,962.0,4623.0,4623.0,N6
N6-3,N6-3,Chinakhora(Int. with Z6017)-Madhpur (Int. with Z6026),LRP012,90,12.06,LRP021,1627,22.609,10.549,96.0,251.0,206.0,367.0,143.0,418.0,43.0,126.0,1187.0,824.0,429.0,531.0,2.0,3661.0,962.0,4623.0,4623.0,N6
N6-4,N6-4,Madhpur(Int. with Z6026)-Atikula  (Int. with Z6030),LRP021,1627,22.609,LRP024,1548,25.524,2.915,31.0,650.0,405.0,410.0,278.0,417.0,236.0,359.0,1571.0,921.0,834.0,654.0,0.0,5278.0,1488.0,6766.0,6766.0,N6
N6-5,N6-5,Atikula(Int. with Z6030)-Pabna (Central Bus Terminal) (Int.with N604),LRP024,1548,25.524,LRP041,820,41.755,16.231,31.0,650.0,405.0,410.0,278.0,417.0,236.0,359.0,1571.0,921.0,834.0,654.0,0.0,5278.0,1488.0,6766.0,6766.0,N6
N6-6,N6-6,Pabna  (Int.with N604)-Gaspara (Int.with N604),LRP041,820,41.755,LRP045,1320,46.269,4.514,31.0,650.0,405.0,410.0,278.0,417.0,236.0,359.0,1571.0,921.0,834.0,654.0,0.0,5278.0,1488.0,6766.0,6766.0,N6
N6-7,N6-7,Pabna  (Int.with N604)-Gaspara (Int.with N604),LRP045,1320,46.269,LRP050,1410,51.339,5.070,31.0,650.0,405.0,410.0,278.0,417.0,236.0,359.0,1571.0,921.0,834.0,654.0,0.0,5278.0,1488.0,6766.0,6766.0,N6
N6-8,N6-8,Tebunia (int.with R604)-Dasuria (Int.with N704),LRP050,1410,51.339,LRP060,1100,61.306,9.967,39.0,558.0,462.0,325.0,108.0,339.0,181.0,201.0,2057.0,1289.0,555.0,491.0,0.0,5559.0,1046.0,6605.0,6605.0,N6
N6-9,N6-9,Dasuria (Int.with N704)-Kadamchilan (Int.with Z6022),LRP060,1100,61.306,LRP078,520,78.624,17.318,39.0,558.0,462.0,325.0,108.0,339.0,181.0,201.0,2057.0,1289.0,555.0,491.0,0.0,5559.0,1046.0,6605.0,6605.0,N6
N6-10,N6-10,Kadamchilan (Int.with Z6022)-Banpara (Int.with Z6014),LRP078,520,78.624,LRP083,300,83.424,4.800,36.0,1433.0,1002.0,806.0,488.0,487.0,115.0,244.0,1219.0,1112.0,937.0,1674.0,0.0,6942.0,2611.0,9553.0,9553.0,N6
N6-11,N6-11,Banpara (Int.with Z6014)-Banpara (Int.with N507),LRP083,300,83.424,LRP084,700,84.844,1.420,36.0,1433.0,1002.0,806.0,488.0,487.0,115.0,244.0,1219.0,1112.0,937.0,1674.0,0.0,6942.0,2611.0,9553.0,9553.0,N6
N6-12,N6-12,Banpara (Int.with N507)-Ahmedpur (Int. with Z6015),LRP084,700,84.844,LRP089,490,90.064,5.220,36.0,1433.0,1002.0,806.0,488.0,487.0,115.0,244.0,1219.0,1112.0,937.0,1674.0,0.0,6942.0,2611.0,9553.0,9553.0,N6
N6-13,N6-13,Ahmedpur (Int. with Z6015)-Harishpur (Int.with N602 ),LRP089,490,90.064,LRP099,1380,100.644,10.580,285.0,1905.0,1187.0,546.0,787.0,303.0,61.0,137.0,1705.0,1335.0,1135.0,992.0,2.0,8251.0,2129.0,10380.0,10380.0,N6
N6-14,N6-14,Harishpur (Int.with N602 )-Bus Stand(Int.with N602),LRP099,1380,100.644,LRP105,990,106.274,5.630,285.0,1918.0,1198.0,552.0,796.0,302.0,61.0,173.0,1889.0,1372.0,1141.0,992.0,1.0,8546.0,2134.0,10680.0,10680.0,N6
N6-15,N6-15,Bus Stand(Int.with N602)-Puthia (Int.with Z6019),LRP105,990,106.274,LRP118,1400,119.694,13.420,285.0,1905.0,1187.0,546.0,787.0,303.0,61.0,137.0,1705.0,1335.0,1135.0,992.0,2.0,8251.0,2129.0,10380.0,10380.0,N6
N6-16,N6-16,Puthia (Int.with Z6019)-Baneswar (Int.with Z6006),LRP118,1400,119.694,LRP129,106,129.53,9.836,285.0,1918.0,1198.0,552.0,796.0,302.0,61.0,173.0,1889.0,1372.0,1141.0,992.0,1.0,8546.0,2134.0,10680.0,10680.0,N6
N6-17,N6-17,Baneswar (Int.with Z6006)-Belpukur(Int.with N603),LRP129,106,129.53,LRP132,165,132.589,3.059,16.0,1182.0,775.0,1162.0,387.0,772.0,165.0,256.0,1188.0,1212.0,744.0,637.0,0.0,7115.0,1381.0,8496.0,8496.0,N6
N6-18,N6-18,Belpukur(Int.with N603)-BIT More (Int.with Z6010),LRP132,165,132.589,LRP140,2280,142.734,10.145,16.0,1182.0,775.0,1162.0,387.0,772.0,165.0,256.0,1188.0,1212.0,744.0,637.0,0.0,7115.0,1381.0,8496.0,8496.0,N6
N6-19,N6-19,BIT More (Int.with Z6010)-Kashiadanga(Int.with N603),LRP140,2280,142.734,LRP148,3605,152.529,9.795,16.0,1182.0,775.0,1162.0,387.0,772.0,165.0,256.0,1188.0,1212.0,744.0,637.0,0.0,7115.0,1381.0,8496.0,8496.0,N6
N6-20,N6-20,Kashiadanga(Int.with N603)-Kashiadanga(Int.with Z6809),LRP148,3605,152.529,LRP148,3655,152.579,0.050,84.0,2255.0,585.0,329.0,186.0,265.0,104.0,157.0,1435.0,1298.0,510.0,201.0,0.0,6698.0,711.0,7409.0,7409.0,N6
N6-21,N6-21,Kashiadanga(Int.with Z6809)-Bijoynagar(Int.with R681),LRP148,3655,152.579,LRP162,486,163.52,10.941,84.0,2255.0,585.0,329.0,186.0,265.0,104.0,157.0,1435.0,1298.0,510.0,201.0,0.0,6698.0,711.0,7409.0,7409.0,N6
N6-22,N6-22,Bijoynagar(Int.with R681)-Uzanpara (Int.with R681),LRP162,486,163.52,LRP174,190,175.224,11.704,168.0,1822.0,324.0,478.0,136.0,276.0,72.0,132.0,749.0,825.0,264.0,32.0,0.0,4982.0,296.0,5278.0,5278.0,N6
N6-23,N6-23,Uzanpara (Int.with R681) Godagari (Int.with Z6813),LRP174,190,175.224,LRP177,800,178.829,3.605,168.0,1822.0,324.0,478.0,136.0,276.0,72.0,132.0,749.0,825.0,264.0,32.0,0.0,4982.0,296.0,5278.0,5278.0,N6
N6-24,N6-24,"Godagari (Int.with Z6813)-Bishaw road more, Bus Terminal,Nawabganj",LRP177,800,178.829,LRP193,50,194.134,15.305,168.0,1822.0,324.0,478.0,136.0,276.0,72.0,132.0,749.0,825.0,264.0,32.0,0.0,4982.0,296.0,5278.0,5278.0,N6
N6-25,N6-25,"Bishaw road more, Bus Terminal, Nawabganj-Rasulpur (Int. with Z6816)",LRP193,50,194.134,LRP209,400,210.684,16.550,2.0,166.0,112.0,5.0,9.0,38.0,14.0,24.0,882.0,952.0,963.0,512.0,0.0,2204.0,1475.0,3679.0,3679.0,N6
N6-26,N6-26,Rasulpur (Int. with Z6816)-Salimabad (Int. with Z6816),LRP209,400,210.684,LRP213,640,214.964,4.280,2.0,166.0,112.0,5.0,9.0,38.0,14.0,24.0,882.0,952.0,963.0,512.0,0.0,2204.0,1475.0,3679.0,3679.0,N6
N6-27,N6-27,Salimabad (Int. with Z6816)-Kanshat(Int. with Z6802),LRP213,640,214.964,LRP217,15,218.409,3.445,5.0,123.0,150.0,23.0,25.0,32.0,4.0,14.0,590.0,661.0,533.0,206.0,5.0,1627.0,744.0,2371.0,2371.0,N6
N6-28,N6-28,Kanshat(Int. with Z6802)-Baliadighi,LRP217,15,218.409,LRP230,750,232.244,13.835,5.0,123.0,150.0,23.0,25.0,32.0,4.0,14.0,590.0,661.0,533.0,206.0,5.0,1627.0,744.0,2371.0,2371.0,N6
N602-1,N602-1,New Bus Stand(Int.with N6)-Madrasa More (int.with N502),LRPS,0,0,LRPS,1250,1.25,1.250,0.0,346.0,381.0,63.0,97.0,90.0,77.0,171.0,11329.0,3743.0,1992.0,1373.0,0.0,16297.0,3365.0,19662.0,19662.0,N602
N602-2,N602-2,Madrasa More (int.with N502) -int.with R548,LRPS,1250,1.25,LRPS,5000,5,3.750,0.0,346.0,381.0,63.0,97.0,90.0,77.0,171.0,11329.0,3743.0,1992.0,1373.0,0.0,16297.0,3365.0,19662.0,19662.0,N602
N602-3,N602-3,int.with R548-Bon Belghoria (Shimultala),LRPS,5000,5,LRPE,0,5.64,0.640,0.0,346.0,381.0,63.0,97.0,90.0,77.0,171.0,11329.0,3743.0,1992.0,1373.0,0.0,16297.0,3365.0,19662.0,19662.0,N602
N603-1,N603-1,Belpukur (Rajshahi)-Khorkhori Bypass(Int.with Z6010),LRPS,0,0,LRP009,300,9.3,9.300,267.0,1854.0,1123.0,390.0,308.0,199.0,142.0,224.0,1324.0,1307.0,835.0,670.0,0.0,7138.0,1505.0,8643.0,8643.0,N603
N603-2,N603-2,Khorkhori Bypass(Int.with Z6010)-Int.with R685,LRP009,300,9.3,LRP012,1700,13.7,4.400,267.0,1854.0,1123.0,390.0,308.0,199.0,142.0,224.0,1324.0,1307.0,835.0,670.0,0.0,7138.0,1505.0,8643.0,8643.0,N603
N603-3,N603-3,Int.with R685-Kasiadanga,LRP012,1700,13.7,LRPE,0,21.03,7.330,267.0,1854.0,1123.0,390.0,308.0,199.0,142.0,224.0,1324.0,1307.0,835.0,670.0,0.0,7138.0,1505.0,8643.0,8643.0,N603
N604-1,N604-1,Pabna (Central Bus Stand)-Pabna (Anonta More) int.with R601,LRPS,0,0,LRPS,1990,1.99,1.990,21.0,395.0,341.0,198.0,96.0,145.0,84.0,139.0,4187.0,2698.0,2110.0,2172.0,2.0,8304.0,4284.0,12588.0,12588.0,N604
N604-2,N604-2,Pabna (Anonta More)int.with R601 -Police Line More(Int.with R603 ),LRPS,1990,1.99,LRPS,3386,3.386,1.396,21.0,395.0,341.0,198.0,96.0,145.0,84.0,139.0,4187.0,2698.0,2110.0,2172.0,2.0,8304.0,4284.0,12588.0,12588.0,N604
N604-3,N604-3,Police Line More(Int.with R603 )-Pabna (Ghospara),LRPS,3386,3.386,LRPE,0,7.83,4.444,21.0,395.0,341.0,198.0,96.0,145.0,84.0,139.0,4187.0,2698.0,2110.0,2172.0,2.0,8304.0,4284.0,12588.0,12588.0,N604
N605-1,N605-1,"CEB more from N6-Int. With R680,",LRPS,0,0,LRPS,2960,2.96,2.960,267.0,1854.0,1123.0,390.0,308.0,199.0,142.0,224.0,1324.0,1307.0,835.0,670.0,0.0,7138.0,1505.0,8643.0,8643.0,N605
N7-1,N7-1,Dauladia-Jamtala (Int.with Z7106),LRPS,0,0,LRPS,6400,6.4,6.400,47.0,832.0,505.0,1127.0,254.0,416.0,125.0,302.0,1226.0,1083.0,749.0,769.0,0.0,5917.0,1518.0,7435.0,7435.0,N7
N7-2,N7-2,Jamtala (Int.with Z7106)-Goalanda (Zamindar Bridge)  Int.with Z7108,LRPS,6400,6.4,LRPS,7670,7.67,1.270,47.0,832.0,505.0,1127.0,254.0,416.0,125.0,302.0,1226.0,1083.0,749.0,769.0,0.0,5917.0,1518.0,7435.0,7435.0,N7
N7-3,N7-3,"Goalanda (Zamindar Bridge)  Z7108-Ahladipur, Int.with  R710",LRPS,7670,7.67,LRP013,780,13.78,6.110,49.0,831.0,495.0,1126.0,267.0,417.0,124.0,304.0,1510.0,839.0,300.0,336.0,0.0,5962.0,636.0,6598.0,6598.0,N7
N7-4,N7-4,"Ahladipur, Int.with  R710-Goalchamot (Faridpur) Int.with  N804",LRP013,780,13.78,LRP028,1500,29.54,15.760,51.0,1070.0,378.0,1362.0,77.0,418.0,185.0,354.0,1621.0,982.0,242.0,359.0,0.0,6498.0,601.0,7099.0,7099.0,N7
N7-5,N7-5,"Goalchamot (Faridpur) Int.with N804-Maijkandi, Int.with  Z7001",LRP028,1500,29.54,LRP041,981,42.001,12.461,51.0,1070.0,378.0,1362.0,77.0,418.0,185.0,354.0,1621.0,982.0,242.0,359.0,0.0,6498.0,601.0,7099.0,7099.0,N7
N7-6,N7-6,"Maijkandi,  Int.with Z7001-Modhukhali (Int.with Z7102)",LRP041,981,42.001,LRP052,277,52.48,10.479,59.0,1103.0,748.0,667.0,346.0,752.0,317.0,354.0,1053.0,1021.0,440.0,440.0,0.0,6420.0,880.0,7300.0,7300.0,N7
N7-7,N7-7,Modhukhali (Int.with Z7102)-WAPDA More (Int.with Z7008),LRP052,277,52.48,LRP066,240,66.587,14.107,63.0,1164.0,715.0,685.0,220.0,649.0,292.0,323.0,1504.0,1122.0,686.0,763.0,0.0,6737.0,1449.0,8186.0,8186.0,N7
N7-8,N7-8,WAPDA More (Int.with Z7008) -Ramnagar (Magura)  Int.with Z7007,LRP066,240,66.587,LRP067,3610,70.967,4.380,59.0,1103.0,748.0,667.0,346.0,752.0,317.0,354.0,1053.0,1021.0,440.0,440.0,0.0,6420.0,880.0,7300.0,7300.0,N7
